Date,Close,Open,High,Low,Change,Change value
2022-04-08,1229.19,1222.76,1230.86,1221.29,0.0054,6.6400000000001
2022-04-11,1234.32,1228.95,1236.81,1228.94,0.0042,5.129999999999882
2022-04-12,1228.08,1234.9,1238.63,1224.52,-0.0051,-6.240000000000009
2022-04-13,1223.23,1228.15,1231.69,1221.71,-0.0039000000000000003,-4.849999999999909
2022-04-14,1230.15,1223.36,1231.57,1222.61,0.005699999999999999,6.920000000000073
2022-04-15,1228.19,1230.26,1232.11,1227.01,-0.0016,-1.9600000000000364
2022-04-18,1235.22,1229.08,1235.81,1228.88,0.005699999999999999,7.029999999999973
2022-04-19,1239.53,1235.45,1242.67,1233.17,0.0034999999999999996,4.309999999999945
2022-04-20,1233.66,1239.81,1241.04,1232.37,-0.004699999999999999,-5.869999999999891
2022-04-21,1242.81,1233.98,1244.95,1233.85,0.0074,9.149999999999864
2022-04-22,1244.11,1242.34,1247.45,1238.45,0.001,1.2999999999999545
2022-04-25,1250.1,1244.4,1253.77,1243.63,0.0048,5.990000000000009
2022-04-26,1260.67,1250.22,1261.43,1245.14,0.0085,10.570000000000164
2022-04-27,1266.27,1260.98,1270.72,1260.89,0.0044,5.599999999999909
2022-04-28,1272.11,1266.4,1276.56,1264.27,0.0046,5.839999999999918
2022-04-29,1263.48,1272.41,1272.41,1254.87,-0.0068000000000000005,-8.629999999999882
2022-05-02,1267.51,1264.65,1270.75,1262.88,0.0032,4.029999999999973
2022-05-03,1260.35,1267.64,1268.77,1260.11,-0.005600000000000001,-7.160000000000082
2022-05-04,1251.51,1260.95,1267.49,1250.61,-0.006999999999999999,-8.839999999999918
2022-05-05,1269.2,1251.53,1274.36,1250.42,0.0141,17.690000000000055
2022-05-06,1269.99,1269.56,1276.46,1266.98,0.0006,0.7899999999999636
2022-05-09,1274.28,1270.41,1278.35,1270.29,0.0034000000000000002,4.289999999999964
2022-05-10,1276.48,1275.01,1278.94,1271.37,0.0017000000000000001,2.2000000000000455
2022-05-11,1279.03,1276.63,1280.55,1272.35,0.002,2.5499999999999545
2022-05-12,1290.72,1279.14,1293.14,1278.47,0.0091,11.690000000000055
2022-05-13,1278.45,1290.87,1291.74,1278.22,-0.0095,-12.269999999999982
2022-05-16,1280.38,1278.56,1286.56,1276.16,0.0015,1.9300000000000637
2022-05-17,1266.5,1280.64,1281.44,1264.02,-0.0108,-13.88000000000011
2022-05-18,1275.33,1266.8,1276.98,1263.93,0.006999999999999999,8.829999999999927
2022-05-19,1262.61,1276.0,1280.63,1261.35,-0.01,-12.720000000000027
2022-05-20,1273.59,1263.99,1277.18,1263.05,0.0087,10.980000000000018
2022-05-23,1257.88,1270.41,1272.97,1258.36,-0.0123,-15.709999999999809
2022-05-24,1261.03,1258.87,1266.72,1258.21,0.0025,3.1499999999998636
2022-05-25,1266.41,1261.14,1271.95,1260.06,0.0043,5.380000000000109
2022-05-26,1260.02,1266.55,1269.73,1259.34,-0.005,-6.3900000000001
2022-05-27,1251.99,1260.29,1262.13,1248.85,-0.0064,-8.029999999999973
2022-05-30,1234.85,1251.1,1253.58,1234.55,-0.0137,-17.1400000000001
2022-05-31,1242.26,1235.6,1243.89,1234.72,0.006,7.410000000000082
2022-06-01,1246.89,1242.48,1248.58,1240.29,0.0037,4.630000000000109
2022-06-02,1240.32,1247.23,1255.04,1240.67,-0.0053,-6.570000000000164
2022-06-03,1250.58,1241.14,1252.23,1238.47,0.0083,10.259999999999991
2022-06-06,1254.45,1251.86,1255.7,1248.23,0.0031,3.8700000000001182
2022-06-07,1254.36,1254.8,1260.15,1253.06,-0.0001,-0.09000000000014552
2022-06-08,1256.81,1254.85,1258.92,1253.17,0.002,2.4500000000000455
2022-06-09,1264.04,1257.22,1267.19,1253.34,0.0058,7.230000000000018
2022-06-10,1279.32,1264.38,1283.85,1263.14,0.0121,15.279999999999973
2022-06-13,1291.68,1279.43,1294.37,1278.88,0.0097,12.360000000000127
2022-06-14,1289.57,1291.88,1292.65,1285.25,-0.0016,-2.1100000000001273
2022-06-15,1277.9,1289.92,1293.72,1278.02,-0.009000000000000001,-11.669999999999845
2022-06-16,1288.23,1278.38,1296.59,1277.06,0.008100000000000001,10.329999999999927
2022-06-17,1291.26,1288.57,1296.67,1282.29,0.0024,3.0299999999999727
2022-06-20,1291.54,1291.5,1296.26,1287.91,0.0002,0.2799999999999727
2022-06-21,1291.72,1292.55,1294.29,1287.34,0.0001,0.18000000000006366
2022-06-22,1297.58,1292.08,1305.26,1290.69,0.0045000000000000005,5.8599999999999
2022-06-23,1299.81,1297.69,1307.92,1296.32,0.0017000000000000001,2.230000000000018
2022-06-24,1288.89,1300.14,1302.32,1288.11,-0.0084,-10.919999999999845
2022-06-27,1286.31,1289.29,1293.35,1280.58,-0.002,-2.5800000000001546
2022-06-28,1292.06,1286.63,1293.0,1281.46,0.0045000000000000005,5.75
2022-06-29,1301.9,1292.43,1302.8,1289.34,0.0076,9.840000000000146
2022-06-30,1287.51,1301.96,1304.24,1287.35,-0.0111,-14.3900000000001
2022-07-01,1298.67,1288.05,1302.81,1287.8,0.0087,11.160000000000082
2022-07-04,1295.87,1298.92,1300.16,1292.05,-0.0022,-2.800000000000182
2022-07-05,1308.95,1296.06,1315.57,1293.68,0.0101,13.080000000000155
2022-07-06,1304.79,1309.09,1311.02,1302.81,-0.0032,-4.160000000000082
2022-07-07,1297.62,1305.14,1308.74,1295.9,-0.0055000000000000005,-7.170000000000073
2022-07-08,1294.68,1297.97,1303.68,1292.29,-0.0023,-2.939999999999827
2022-07-11,1310.81,1294.79,1314.39,1294.62,0.0125,16.12999999999988
2022-07-12,1305.21,1311.16,1316.73,1305.01,-0.0043,-5.599999999999909
2022-07-13,1304.73,1306.45,1310.83,1301.75,-0.0004,-0.4800000000000182
2022-07-14,1316.41,1305.1,1327.31,1303.55,0.009000000000000001,11.680000000000064
2022-07-15,1317.74,1317.57,1329.58,1316.6,0.001,1.3299999999999272
2022-07-18,1318.3,1319.15,1322.13,1312.97,0.0004,0.5599999999999454
2022-07-19,1305.12,1319.2,1319.99,1305.38,-0.01,-13.180000000000064
2022-07-20,1313.1,1304.38,1314.22,1302.35,0.0060999999999999995,7.980000000000018
2022-07-21,1306.16,1313.7,1316.88,1306.55,-0.0053,-6.939999999999827
2022-07-22,1310.01,1306.66,1316.22,1306.22,0.0029,3.849999999999909
2022-07-25,1311.12,1310.6,1313.97,1307.33,0.0008,1.1099999999999
2022-07-26,1310.1,1311.47,1313.6,1306.75,-0.0008,-1.0199999999999818
2022-07-27,1306.08,1311.03,1316.68,1305.74,-0.0031,-4.019999999999982
2022-07-28,1295.47,1306.37,1309.68,1296.07,-0.008100000000000001,-10.6099999999999
2022-07-29,1298.93,1296.05,1299.09,1296.0,0.0027,3.4600000000000364
